rock_type,sigma_log10_K,p_sigma_log10_K
Sand,0.825,0
Sand,0.826,0
Sand,0.827,0
Sand,0.828,0
Sand,0.829,0
Sand,0.83,0
Sand,0.831,0
Sand,0.832,0
Sand,0.833,0
Sand,0.834,0
Sand,0.835,0
Sand,0.836,0
Sand,0.837,0
Sand,0.838,0
Sand,0.839,0
Sand,0.84,0
Sand,0.841,0
Sand,0.842,0
Sand,0.843,0
Sand,0.844,0
Sand,0.845,0
Sand,0.846,0
Sand,0.847,0
Sand,0.848,0
Sand,0.849,0
Sand,0.85,0
Sand,0.851,0
Sand,0.852,0
Sand,0.853,0
Sand,0.854,0
Sand,0.855,0
Sand,0.856,0
Sand,0.857,0
Sand,0.858,0
Sand,0.859,0
Sand,0.86,0
Sand,0.861,0
Sand,0.862,0
Sand,0.863,0
Sand,0.864,0
Sand,0.865,0
Sand,0.866,0
Sand,0.867,0
Sand,0.868,0
Sand,0.869,0
Sand,0.87,0
Sand,0.871,0
Sand,0.872,0
Sand,0.873,0
Sand,0.874,0
Sand,0.875,0
Sand,0.876,0
Sand,0.877,8.67840321087424e-18
Sand,0.878,3.88461858010508e-17
Sand,0.879,6.90139683912274e-17
Sand,0.88,9.91817509814041e-17
Sand,0.881,1.48739171082441e-16
Sand,0.882,2.30781847746167e-16
Sand,0.883,3.12824524409894e-16
Sand,0.884,3.94867201073621e-16
Sand,0.885,4.20413862516438e-16
Sand,0.886,3.7960775714663e-16
Sand,0.887,3.38801651776821e-16
Sand,0.888,2.97995546407013e-16
Sand,0.889,2.40483156623336e-16
Sand,0.89,1.69078802739241e-16
Sand,0.891,9.76744488551463e-17
Sand,0.892,2.62700949710517e-17
Sand,0.893,2.42085764452485e-17
Sand,0.894,6.25075936697707e-17
Sand,0.895,1.00806610894293e-16
Sand,0.896,1.39105628118815e-16
Sand,0.897,2.28845504327008e-16
Sand,0.898,3.38769259809442e-16
Sand,0.899,4.48693015291875e-16
Sand,0.9,5.58616770774308e-16
Sand,0.901,4.97744903305875e-16
Sand,0.902,3.95316923197348e-16
Sand,0.903,2.9288894308882e-16
Sand,0.904,1.90460962980293e-16
Sand,0.905,1.38459793668434e-16
Sand,0.906,9.26650010700056e-17
Sand,0.907,4.68702084715774e-17
Sand,0.908,1.07541587314926e-18
Sand,0.909,3.23443926975909e-17
Sand,0.91,6.54666064620551e-17
Sand,0.911,9.85888202265193e-17
Sand,0.912,1.36676340676022e-16
Sand,0.913,2.49088295567088e-16
Sand,0.914,3.61500250458154e-16
Sand,0.915,4.7391220534922e-16
Sand,0.916,5.49915922702298e-16
Sand,0.917,4.17530385726244e-16
Sand,0.918,2.8514484875019e-16
Sand,0.919,1.52759311774136e-16
Sand,0.92,6.04907491871638e-17
Sand,0.921,9.89366614845506e-17
Sand,0.922,1.37382573781937e-16
Sand,0.923,1.75828486079324e-16
Sand,0.924,2.08658924180915e-16
Sand,0.925,2.29607840660919e-16
Sand,0.926,2.50556757140922e-16
Sand,0.927,2.71505673620926e-16
Sand,0.928,2.56632179677944e-16
Sand,0.929,1.89575078243808e-16
Sand,0.93,1.22517976809671e-16
Sand,0.931,5.54608753755341e-17
Sand,0.932,3.82450130084507e-17
Sand,0.933,7.22548685713733e-17
Sand,0.934,1.06264724134296e-16
Sand,0.935,1.40274579697219e-16
Sand,0.936,1.57959341273243e-16
Sand,0.937,1.63786348770952e-16
Sand,0.938,1.69613356268661e-16
Sand,0.939,1.7544036376637e-16
Sand,0.94,1.49193981217892e-16
Sand,0.941,1.06816570146194e-16
Sand,0.942,6.44391590744959e-17
Sand,0.943,2.20617480027976e-17
Sand,0.944,2.55076647479693e-17
Sand,0.945,4.41086925158986e-17
Sand,0.946,6.27097202838279e-17
Sand,0.947,8.13107480517573e-17
Sand,0.948,6.95856673604819e-17
Sand,0.949,5.19795890007209e-17
Sand,0.95,3.43735106409599e-17
Sand,0.951,1.67674322811989e-17
Sand,0.952,4.32504243775627e-17
Sand,0.953,7.33763693294052e-17
Sand,0.954,1.03502314281248e-16
Sand,0.955,1.33000151108586e-16
Sand,0.956,9.8933445736912e-17
Sand,0.957,6.4866740365238e-17
Sand,0.958,3.08000349935639e-17
Sand,0.959,0
Sand,0.96,0
Sand,0.961,0
Sand,0.962,0
Sand,0.963,0
Sand,0.964,0
Sand,0.965,0
Sand,0.966,0
Sand,0.967,0
Sand,0.968,0
Sand,0.969,0
Sand,0.97,0
Sand,0.971,9.11932614152531e-18
Sand,0.972,3.48650480106914e-17
Sand,0.973,6.06107698798575e-17
Sand,0.974,8.63564917490236e-17
Sand,0.975,1.23113341641092e-12
Sand,0.976,4.02694534682069e-12
Sand,0.977,6.82275727723045e-12
Sand,0.978,9.61856920764022e-12
Sand,0.979,7.58724005109788e-09
Sand,0.98,2.19793887156276e-08
Sand,0.981,3.63715373801573e-08
Sand,0.982,5.0763686044687e-08
Sand,0.983,1.63940914083448e-06
Sand,0.984,4.2239081247385e-06
Sand,0.985,6.80840710864251e-06
Sand,0.986,9.39290609254653e-06
Sand,0.987,7.78298583512977e-05
Sand,0.988,0.000174673751238408
Sand,0.989,0.000271517644125519
Sand,0.99,0.00036836153701263
Sand,0.991,0.00129433817240246
Sand,0.992,0.00244775770473812
Sand,0.993,0.00360117723707377
Sand,0.994,0.00475459676940943
Sand,0.995,0.00921168714785566
Sand,0.996,0.0141587601686462
Sand,0.997,0.0191058331894367
Sand,0.998,0.0240529062102272
Sand,0.999,0.0284720917735004
Sand,1,0.0328675277988077
Sand,1.001,0.0372629638241144
Sand,1.002,0.04110896545069
Sand,1.003,0.0327425388509167
Sand,1.004,0.0243761122511416
Sand,1.005,0.0160096856513683
Sand,1.006,0.00860824030431049
Sand,1.007,0.00771310794904996
Sand,1.008,0.00681797559378923
Sand,1.009,0.0059228432385287
Sand,1.01,0.00642355406804559
Sand,1.011,0.0120127477802493
Sand,1.012,0.0176019414924542
Sand,1.013,0.023191135204658
Sand,1.014,0.0271933176050115
Sand,1.015,0.0275165192369807
Sand,1.016,0.02783972086895
Sand,1.017,0.0281629225009192
Sand,1.018,0.0305119402656537
Sand,1.019,0.0360633845432931
Sand,1.02,0.0416148288209338
Sand,1.021,0.0471662730985732
Sand,1.022,0.0560654084536317
Sand,1.023,0.068685737609617
Sand,1.024,0.081306066765605
Sand,1.025,0.0939263959215902
Sand,1.026,0.111910460722879
Sand,1.027,0.134114247622753
Sand,1.028,0.156318034522621
Sand,1.029,0.178521821422494
Sand,1.03,0.219914641832734
Sand,1.031,0.271832356380499
Sand,1.032,0.323750070928253
Sand,1.033,0.375667785476018
Sand,1.034,0.419748378271717
Sand,1.035,0.460958153741136
Sand,1.036,0.502167929210546
Sand,1.037,0.543377704679965
Sand,1.038,0.608705482266721
Sand,1.039,0.67939922683175
Sand,1.04,0.750092971396763
Sand,1.041,0.820786715961792
Sand,1.042,0.914766282167944
Sand,1.043,1.01121555673
Sand,1.044,1.10766483129203
Sand,1.045,1.20411410585408
Sand,1.046,1.34068399896125
Sand,1.047,1.47765034086831
Sand,1.048,1.61461668277534
Sand,1.049,1.75589186040182
Sand,1.05,1.94931499853005
Sand,1.051,2.14273813665832
Sand,1.052,2.33616127478654
Sand,1.053,2.54081545388495
Sand,1.054,2.8033839165401
Sand,1.055,3.06595237919531
Sand,1.056,3.32852084185047
Sand,1.057,3.59862726526842
Sand,1.058,3.89152563303979
Sand,1.059,4.18442400081122
Sand,1.06,4.47732236858259
Sand,1.061,4.78551320018699
Sand,1.062,5.12411010023117
Sand,1.063,5.46270700027542
Sand,1.064,5.8013039003196
Sand,1.065,6.16775881986525
Sand,1.066,6.57256710579414
Sand,1.067,6.97737539172312
Sand,1.068,7.38218367765201
Sand,1.069,7.82103314484687
Sand,1.07,8.2930037613814
Sand,1.071,8.76497437791603
Sand,1.072,9.23694499445055
Sand,1.073,9.69545831766665
Sand,1.074,10.1447336309478
Sand,1.075,10.5940089442291
Sand,1.076,11.0432842575103
Sand,1.077,11.4564060084263
Sand,1.078,11.8524407730948
Sand,1.079,12.2484755377633
Sand,1.08,12.6445103024317
Sand,1.081,13.0274945060831
Sand,1.082,13.4064734224658
Sand,1.083,13.7854523388486
Sand,1.084,14.1644312552313
Sand,1.085,14.5342925500739
Sand,1.086,14.902560881153
Sand,1.087,15.2708292122322
Sand,1.088,15.6390975433114
Sand,1.089,15.9152747859582
Sand,1.09,16.1852998055781
Sand,1.091,16.4553248251981
Sand,1.092,16.7241331761456
Sand,1.093,16.9423483881336
Sand,1.094,17.1605636001215
Sand,1.095,17.3787788121094
Sand,1.096,17.5689190062572
Sand,1.097,17.5309496804545
Sand,1.098,17.4929803546519
Sand,1.099,17.4550110288492
Sand,1.1,17.3817288898538
Sand,1.101,17.1633110886365
Sand,1.102,16.9448932874191
Sand,1.103,16.7264754862018
Sand,1.104,16.4867491358473
Sand,1.105,16.1927155803999
Sand,1.106,15.8986820249526
Sand,1.107,15.6046484695052
Sand,1.108,15.3125492354686
Sand,1.109,15.0237733302388
Sand,1.11,14.734997425009
Sand,1.111,14.4462215197792
Sand,1.112,14.160423437431
Sand,1.113,13.8782064438066
Sand,1.114,13.5959894501823
Sand,1.115,13.3137724565579
Sand,1.116,12.9182606180019
Sand,1.117,12.4262839658266
Sand,1.118,11.9343073136514
Sand,1.119,11.4423306614761
Sand,1.12,10.9608726010769
Sand,1.121,10.485692825144
Sand,1.122,10.0105130492111
Sand,1.123,9.53533327327819
Sand,1.124,9.11402938843105
Sand,1.125,8.71448307498381
Sand,1.126,8.31493676153666
Sand,1.127,7.91539044808942
Sand,1.128,7.54537006126121
Sand,1.129,7.18280352355486
Sand,1.13,6.82023698584859
Sand,1.131,6.45767044814224
Sand,1.132,6.13625499078449
Sand,1.133,5.82021102400312
Sand,1.134,5.50416705722183
Sand,1.135,5.18812309044047
Sand,1.136,4.8473963755553
Sand,1.137,4.50592320659433
Sand,1.138,4.16445003763344
Sand,1.139,3.82712305922001
Sand,1.14,3.55870862714847
Sand,1.141,3.29029419507687
Sand,1.142,3.02187976300533
Sand,1.143,2.76510677297588
Sand,1.144,2.57818243519941
Sand,1.145,2.39125809742289
Sand,1.146,2.20433375964641
Sand,1.147,2.02982941315169
Sand,1.148,1.89714965268286
Sand,1.149,1.764469892214
Sand,1.15,1.63179013174517
Sand,1.151,1.50736960731669
Sand,1.152,1.4009039438456
Sand,1.153,1.29443828037448
Sand,1.154,1.18797261690338
Sand,1.155,1.08641373675191
Sand,1.156,0.992179128287289
Sand,1.157,0.89794451982269
Sand,1.158,0.803709911358069
Sand,1.159,0.722147383075001
Sand,1.16,0.653918529521083
Sand,1.161,0.585689675967181
Sand,1.162,0.517460822413263
Sand,1.163,0.465305639765877
Sand,1.164,0.425109707144489
Sand,1.165,0.38491377452311
Sand,1.166,0.344717841901722
Sand,1.167,0.313447965285995
Sand,1.168,0.286786794144993
Sand,1.169,0.260125623003996
Sand,1.17,0.233464451862993
Sand,1.171,0.212886580052079
Sand,1.172,0.194384374679248
Sand,1.173,0.175882169306421
Sand,1.174,0.157379963933591
Sand,1.175,0.144289707753298
Sand,1.176,0.132294575409609
Sand,1.177,0.120299443065923
Sand,1.178,0.108304310722234
Sand,1.179,0.0970023164743777
Sand,1.18,0.085762394294802
Sand,1.181,0.0745224721152287
Sand,1.182,0.0632893429079212
Sand,1.183,0.0537850251429077
Sand,1.184,0.0442807073778921
Sand,1.185,0.0347763896128785
Sand,1.186,0.0257280788944029
Sand,1.187,0.0212894046246544
Sand,1.188,0.0168507303549049
Sand,1.189,0.0124120560851563
Sand,1.19,0.00881898005955188
Sand,1.191,0.00918142470933729
Sand,1.192,0.00954386935912279
Sand,1.193,0.0099063140089082
Sand,1.194,0.0102721605572364
Sand,1.195,0.0106475781186288
Sand,1.196,0.0110229956800213
Sand,1.197,0.0113984132414137
Sand,1.198,0.0112386424665915
Sand,1.199,0.0100776485684018
Sand,1.2,0.00891665467021185
Sand,1.201,0.00775566077202214
Sand,1.202,0.00736899046203829
Sand,1.203,0.00799033599435922
Sand,1.204,0.00861168152668029
Sand,1.205,0.00923302705900122
Sand,1.206,0.0095628573162936
Sand,1.207,0.0096241866623753
Sand,1.208,0.00968551600845701
Sand,1.209,0.0097468453545387
Sand,1.21,0.00881705781641315
Sand,1.211,0.00724464287917312
Sand,1.212,0.00567222794193274
Sand,1.213,0.00409981300469271
Sand,1.214,0.00304645152465357
Sand,1.215,0.00222329171913612
Sand,1.216,0.00140013191361848
Sand,1.217,0.000576972108101024
Sand,1.218,0.000316763176498692
Sand,1.219,0.000216387030706654
Sand,1.22,0.000116010884914594
Sand,1.221,1.56347391225558e-05
Sand,1.222,1.62118385845253e-06
Sand,1.223,1.08957145957955e-06
Sand,1.224,5.57959060706458e-07
Sand,1.225,2.63466618334824e-08
Sand,1.226,2.56038331949706e-10
Sand,1.227,1.69621382423511e-10
Sand,1.228,8.32044328972977e-11
Sand,1.229,6.31988677888965e-16
Sand,1.23,4.68966863451165e-16
Sand,1.231,3.059450490134e-16
Sand,1.232,1.429232345756e-16
Sand,1.233,0
Sand,1.234,0
Sand,1.235,0
Sand,1.236,0
Sand,1.237,0
Sand,1.238,0
Sand,1.239,0
Sand,1.24,0
Sand,1.241,0
Sand,1.242,0
Sand,1.243,0
Sand,1.244,0
Sand,1.245,0
Sand,1.246,0
Sand,1.247,0
Sand,1.248,0
Sand,1.249,7.08678557824131e-18
Sand,1.25,2.2238866877333e-17
Sand,1.251,3.73909481764213e-17
Sand,1.252,5.25430294755129e-17
Sand,1.253,6.13627639360158e-17
Sand,1.254,6.50808196714407e-17
Sand,1.255,6.87988754068648e-17
Sand,1.256,7.25169311422896e-17
Sand,1.257,6.24452191676251e-17
Sand,1.258,4.46141271970707e-17
Sand,1.259,2.67830352265202e-17
Sand,1.26,8.95194325596583e-18
Sand,1.261,3.31233739567991e-18
Sand,1.262,2.27329233171886e-18
Sand,1.263,1.23424726775804e-18
Sand,1.264,1.95202203796996e-19
Sand,1.265,2.44555137767269e-18
Sand,1.266,5.45682066439823e-18
Sand,1.267,8.4680899511231e-18
Sand,1.268,1.14793592378486e-17
Sand,1.269,3.66765205399828e-17
Sand,1.27,6.43871162316664e-17
Sand,1.271,9.20977119233438e-17
Sand,1.272,1.19808307615027e-16
Sand,1.273,1.34904460771532e-16
Sand,1.274,1.4979998661138e-16
Sand,1.275,1.64695512451225e-16
Sand,1.276,1.76161943463673e-16
Sand,1.277,1.42383373281325e-16
Sand,1.278,1.0860480309897e-16
Sand,1.279,7.48262329166219e-17
Sand,1.28,5.49987949580404e-17
Sand,1.281,1.10333081855046e-16
Sand,1.282,1.65667368752051e-16
Sand,1.283,2.21001655649068e-16
Sand,1.284,2.86061318398605e-16
Sand,1.285,3.81473565462125e-16
Sand,1.286,4.76885812525625e-16
Sand,1.287,5.72298059589145e-16
Sand,1.288,6.32540055431845e-16
Sand,1.289,6.20976121698752e-16
Sand,1.29,6.09412187965662e-16
Sand,1.291,5.9784825423257e-16
Sand,1.292,5.86304522174785e-16
Sand,1.293,5.74789282102451e-16
Sand,1.294,5.6327404203012e-16
Sand,1.295,5.51758801957787e-16
Sand,1.296,5.54580468701847e-16
Sand,1.297,5.71683038720059e-16
Sand,1.298,5.88785608738267e-16
Sand,1.299,6.05888178756479e-16
Sand,1.3,6.45062621293472e-16
Sand,1.301,6.99760947502023e-16
Sand,1.302,7.54459273710562e-16
Sand,1.303,8.09157599919114e-16
Sand,1.304,8.05987705895713e-16
Sand,1.305,7.74724809608555e-16
Sand,1.306,7.43461913321403e-16
Sand,1.307,7.12199017034244e-16
Sand,1.308,6.84417392633214e-16
Sand,1.309,6.57739367309479e-16
Sand,1.31,6.31061341985751e-16
Sand,1.311,6.04383316662016e-16
Sand,1.312,5.2599530542219e-16
Sand,1.313,4.38151069906014e-16
Sand,1.314,3.50306834389856e-16
Sand,1.315,2.6246259887368e-16
Sand,1.316,1.95411753255221e-16
Sand,1.317,1.29889833364519e-16
Sand,1.318,6.43679134738315e-17
Sand,1.319,4.64869359866745e-20
Sand,1.32,2.68591185698741e-18
Sand,1.321,5.32533677798874e-18
Sand,1.322,7.96476169898948e-18
Sand,1.323,1.18867068151821e-17
Sand,1.324,2.68915622973619e-17
Sand,1.325,4.1896417779545e-17
Sand,1.326,5.69012732617248e-17
Sand,1.327,7.09118317963261e-17
Sand,1.328,8.06786899567069e-17
Sand,1.329,9.04455481170899e-17
Sand,1.33,1.00212406277471e-16
Sand,1.331,9.99839683025849e-17
Sand,1.332,7.35267390507591e-17
Sand,1.333,4.70695097989275e-17
Sand,1.334,2.06122805471018e-17
Sand,1.335,4.26524268659297e-18
Sand,1.336,5.73400154808218e-18
Sand,1.337,7.20276040957172e-18
Sand,1.338,8.67151927106093e-18
Sand,1.339,8.39637051816708e-18
Sand,1.34,5.97370234494132e-18
Sand,1.341,3.55103417171502e-18
Sand,1.342,1.12836599848926e-18
Sand,1.343,0
Sand,1.344,0
Sand,1.345,0
Sand,1.346,0
Sand,1.347,0
Sand,1.348,0
Sand,1.349,0
Sand,1.35,0
Sand,1.351,0
Sand,1.352,0
Sand,1.353,0
Sand,1.354,0
Sand,1.355,0
Sand,1.356,0
Sand,1.357,0
Sand,1.358,0
Sand,1.359,0
Sand,1.36,0
Sand,1.361,0
Sand,1.362,0
Sand,1.363,0
Sand,1.364,0
Sand,1.365,0
Sand,1.366,0
Sand,1.367,0
Sand,1.368,0
Sand,1.369,0
Sand,1.37,0
Sand,1.371,0
Sand,1.372,0
Sand,1.373,0
Sand,1.374,0
Sand,1.375,0
Sand,1.376,0
Sand,1.377,0
Sand,1.378,0
Sand,1.379,0
Sand,1.38,0
Sand,1.381,0
Sand,1.382,0
Sand,1.383,0
Sand,1.384,0
Sand,1.385,0
Sand,1.386,0
Sand,1.387,0
Sand,1.388,0
Sand,1.389,0
Sand,1.39,0
Sand,1.391,0
Sand,1.392,0
Sand,1.393,0
Sand,1.394,0
Sand,1.395,0
Sand,1.396,0
Sand,1.397,0
Sand,1.398,6.44165370475197e-19
Sand,1.399,1.51498151945091e-18
Sand,1.4,2.38579766842643e-18
Sand,1.401,3.25661381740214e-18
Sand,1.402,1.48563232561227e-17
Sand,1.403,2.87187613744357e-17
Sand,1.404,4.25811994927457e-17
Sand,1.405,5.64436376110588e-17
Sand,1.406,1.00306359874655e-16
Sand,1.407,1.47066105285339e-16
Sand,1.408,1.93825850696012e-16
Sand,1.409,2.40585596106686e-16
Sand,1.41,1.80948801016459e-16
Sand,1.411,1.21103385258584e-16
Sand,1.412,6.12579695006959e-17
Sand,1.413,7.57583143263005e-18
Sand,1.414,2.0973087755967e-17
Sand,1.415,3.4370344079301e-17
Sand,1.416,4.7767600402638e-17
Sand,1.417,6.13430757687232e-17
Sand,1.418,7.57871129063812e-17
Sand,1.419,9.02311500440361e-17
Sand,1.42,1.04675187181694e-16
Sand,1.421,1.27193616637851e-16
Sand,1.422,1.73133947475954e-16
Sand,1.423,2.19074278314047e-16
Sand,1.424,2.6501460915215e-16
Sand,1.425,2.69390029354202e-16
Sand,1.426,1.93960821135017e-16
Sand,1.427,1.18531612915848e-16
Sand,1.428,4.31024046966629e-17
Sand,1.429,0
Sand,1.43,0
Sand,1.431,0
Sand,1.432,0
Sand,1.433,1.91521716867131e-18
Sand,1.434,5.63641858764972e-18
Sand,1.435,9.3576200066273e-18
Sand,1.436,1.30788214256057e-17
Sand,1.437,4.35379914760526e-17
Sand,1.438,9.17644110405907e-17
Sand,1.439,1.39990830605118e-16
Sand,1.44,1.88217250169656e-16
Sand,1.441,1.70010728530787e-16
Sand,1.442,1.21521384690928e-16
Sand,1.443,7.30320408510793e-17
Sand,1.444,2.454269701122e-17
Sand,1.445,6.13811693759803e-17
Sand,1.446,1.23277937132471e-16
Sand,1.447,1.85174704888948e-16
Sand,1.448,2.47071472645438e-16
Sand,1.449,1.99646233051127e-16
Sand,1.45,1.34291188150979e-16
Sand,1.451,6.89361432508453e-17
Sand,1.452,3.58109835069739e-18
Sand,1.453,0
Sand,1.454,0
Sand,1.455,0
Sand,1.456,0
Sand,1.457,0
Sand,1.458,0
Sand,1.459,0
Sand,1.46,0
Sand,1.461,0
Sand,1.462,0
Sand,1.463,0
Sand,1.464,0
Sand,1.465,0
Sand,1.466,0
Sand,1.467,0
Sand,1.468,0
Sand,1.469,0
Sand,1.47,0
Sand,1.471,0
Sand,1.472,0
Sand,1.473,0
Sand,1.474,0
Sand,1.475,0
Sand,1.476,0
Sand,1.477,0
Sand,1.478,0
Sand,1.479,0
Sand,1.48,0
Sand,1.481,0
Sand,1.482,0
Sand,1.483,0
Sand,1.484,0
Sand,1.485,0
Sand,1.486,0
Sand,1.487,0
Sand,1.488,0
Sand,1.489,0
Sand,1.49,0
Sand,1.491,0
Sand,1.492,0
Sand,1.493,0
Sand,1.494,0
Sand,1.495,0
Sand,1.496,0
Sand,1.497,0
Sand,1.498,0
Sand,1.499,0
Sand,1.5,0
Sand,1.501,0
Sand,1.502,0
Sand,1.503,5.93810530836865e-19
Sand,1.504,9.78887662955775e-18
Sand,1.505,1.89839427282766e-17
Sand,1.506,2.81790088269975e-17
Sand,1.507,3.4741255124718e-17
Sand,1.508,2.6463971635004e-17
Sand,1.509,1.81866881452919e-17
Sand,1.51,9.90940465557792e-18
Sand,1.511,3.37478184407606e-18
Sand,1.512,2.45699923506967e-18
Sand,1.513,1.53921662606349e-18
Sand,1.514,6.21434017057105e-19
Sand,1.515,0
Sand,1.516,0
Sand,1.517,0
Sand,1.518,0
Sand,1.519,0
Sand,1.52,0
Sand,1.521,0
Sand,1.522,0
Sand,1.523,0
Sand,1.524,0
Sand,1.525,0
Sand,1.526,0
Sand,1.527,1.03913941785569e-17
Sand,1.528,2.82701902231469e-17
Sand,1.529,4.61489862677328e-17
Sand,1.53,6.40277823123228e-17
Sand,1.531,1.14255668489799e-16
Sand,1.532,1.80610667050258e-16
Sand,1.533,2.46965665610703e-16
Sand,1.534,3.13320664171162e-16
Sand,1.535,3.33967175698641e-16
Sand,1.536,3.39654546015341e-16
Sand,1.537,3.45341916332039e-16
Sand,1.538,3.51029286648737e-16
Sand,1.539,3.47800740137584e-16
Sand,1.54,3.42867985747915e-16
Sand,1.541,3.37935231358245e-16
Sand,1.542,3.33002476968576e-16
Sand,1.543,3.95362097105132e-16
Sand,1.544,4.63127869952031e-16
Sand,1.545,5.30893642798945e-16
Sand,1.546,5.98308592391319e-16
Sand,1.547,6.36195918060629e-16
Sand,1.548,6.7408324372993e-16
Sand,1.549,7.1197056939924e-16
Sand,1.55,7.3955923618383e-16
Sand,1.551,6.72194268051276e-16
Sand,1.552,6.04829299918736e-16
Sand,1.553,5.37464331786182e-16
Sand,1.554,4.82228484389415e-16
Sand,1.555,4.80799481107708e-16
Sand,1.556,4.79370477826001e-16
Sand,1.557,4.77941474544294e-16
Sand,1.558,4.9037549024683e-16
Sand,1.559,5.40279839870568e-16
Sand,1.56,5.90184189494295e-16
Sand,1.561,6.40088539118033e-16
Sand,1.562,6.95725889242522e-16
Sand,1.563,7.61726740272254e-16
Sand,1.564,8.27727591301973e-16
Sand,1.565,8.93728442331705e-16
Sand,1.566,8.82920540956035e-16
Sand,1.567,7.75252044732828e-16
Sand,1.568,6.67583548509644e-16
Sand,1.569,5.59915052286437e-16
Sand,1.57,4.66995223761094e-16
Sand,1.571,3.87239946773429e-16
Sand,1.572,3.07484669785783e-16
Sand,1.573,2.27729392798118e-16
Sand,1.574,2.22416391337921e-16
Sand,1.575,2.63807620065337e-16
Sand,1.576,3.05198848792744e-16
Sand,1.577,3.46590077520159e-16
Sand,1.578,3.91243394183459e-16
Sand,1.579,4.37290843400376e-16
Sand,1.58,4.83338292617284e-16
Sand,1.581,5.29385741834201e-16
Sand,1.582,5.17265942703e-16
Sand,1.583,4.89374426979895e-16
Sand,1.584,4.61482911256796e-16
Sand,1.585,4.33591395533691e-16
Sand,1.586,3.56150023867775e-16
Sand,1.587,2.71487260640677e-16
Sand,1.588,1.86824497413598e-16
Sand,1.589,1.021617341865e-16
Sand,1.59,9.07164978774518e-17
Sand,1.591,8.24091555791706e-17
Sand,1.592,7.41018132808913e-17
Sand,1.593,7.52006444413551e-17
Sand,1.594,2.75873938552796e-16
Sand,1.595,4.76547232664282e-16
Sand,1.596,6.77220526775723e-16
Sand,1.597,8.33906612288092e-16
Sand,1.598,6.99095375143782e-16
Sand,1.599,5.64284137999444e-16
Sand,1.6,4.29472900855134e-16
Sand,1.601,3.38509392451853e-16
Sand,1.602,4.05555717349521e-16
Sand,1.603,4.72602042247203e-16
Sand,1.604,5.39648367144871e-16
Sand,1.605,6.06825034212745e-16
Sand,1.606,6.74301067813433e-16
Sand,1.607,7.41777101414135e-16
Sand,1.608,8.09253135014823e-16
Sand,1.609,8.22514323178211e-16
Sand,1.61,7.50775351660974e-16
Sand,1.611,6.79036380143722e-16
Sand,1.612,6.07297408626485e-16
Sand,1.613,5.52302330254873e-16
Sand,1.614,5.15773767780516e-16
Sand,1.615,4.79245205306152e-16
Sand,1.616,4.42716642831796e-16
Sand,1.617,4.60899968264269e-16
