rock_type,sigma_log10_K,p_sigma_log10_K
Gravel,0.286,3.05614257108055e-16
Gravel,0.287,2.86668755632127e-16
Gravel,0.288,2.67723254156198e-16
Gravel,0.289,2.4877775268027e-16
Gravel,0.29,2.47590297791095e-16
Gravel,0.291,2.76404595293225e-16
Gravel,0.292,3.05218892795355e-16
Gravel,0.293,3.34033190297484e-16
Gravel,0.294,3.53630100348763e-16
Gravel,0.295,3.62315829528735e-16
Gravel,0.296,3.71001558708707e-16
Gravel,0.297,3.7968728788868e-16
Gravel,0.298,3.44784367127122e-16
Gravel,0.299,2.73348513141188e-16
Gravel,0.3,2.01912659155254e-16
Gravel,0.301,1.3047680516932e-16
Gravel,0.302,8.73024176145475e-17
Gravel,0.303,6.07162820954569e-17
Gravel,0.304,3.41301465763664e-17
Gravel,0.305,7.54401105727589e-18
Gravel,0.306,0
Gravel,0.307,0
Gravel,0.308,0
Gravel,0.309,0
Gravel,0.31,0
Gravel,0.311,0
Gravel,0.312,0
Gravel,0.313,0
Gravel,0.314,0
Gravel,0.315,0
Gravel,0.316,0
Gravel,0.317,0
Gravel,0.318,0
Gravel,0.319,0
Gravel,0.32,0
Gravel,0.321,0
Gravel,0.322,0
Gravel,0.323,0
Gravel,0.324,0
Gravel,0.325,8.87196235138082e-18
Gravel,0.326,6.93195991721102e-17
Gravel,0.327,1.2976723599284e-16
Gravel,0.328,1.90214872813569e-16
Gravel,0.329,2.37094089853389e-16
Gravel,0.33,2.39277335850224e-16
Gravel,0.331,2.41460581847058e-16
Gravel,0.332,2.43643827843892e-16
Gravel,0.333,2.30535500522332e-16
Gravel,0.334,1.84780133232672e-16
Gravel,0.335,1.39024765943013e-16
Gravel,0.336,9.32693986533536e-17
Gravel,0.337,5.92129145626843e-17
Gravel,0.338,4.23373990347802e-17
Gravel,0.339,2.54618835068761e-17
Gravel,0.34,8.58636797897198e-18
Gravel,0.341,1.65379665876123e-17
Gravel,0.342,5.02068945807165e-17
Gravel,0.343,8.38758225738207e-17
Gravel,0.344,1.17544750566925e-16
Gravel,0.345,1.77562126273718e-16
Gravel,0.346,2.56871924713241e-16
Gravel,0.347,3.36181723152765e-16
Gravel,0.348,4.15491521592288e-16
Gravel,0.349,4.07600204274279e-16
Gravel,0.35,3.55465253002606e-16
Gravel,0.351,3.03330301730933e-16
Gravel,0.352,2.5119535045926e-16
Gravel,0.353,1.92533041947678e-16
Gravel,0.354,1.31689266786723e-16
Gravel,0.355,7.08454916257687e-17
Gravel,0.356,1.00017164648143e-17
Gravel,0.357,5.74973823085741e-17
Gravel,0.358,1.26305725071294e-16
Gravel,0.359,1.95114067834013e-16
Gravel,0.36,2.63922410596733e-16
Gravel,0.361,2.85562321861834e-16
Gravel,0.362,3.03196421534781e-16
Gravel,0.363,3.20830521207728e-16
Gravel,0.364,3.38006147799914e-16
Gravel,0.365,2.97070311405746e-16
Gravel,0.366,2.56134475011577e-16
Gravel,0.367,2.15198638617408e-16
Gravel,0.368,1.75226030226247e-16
Gravel,0.369,1.44544558614084e-16
Gravel,0.37,1.13863087001922e-16
Gravel,0.371,8.31816153897598e-17
Gravel,0.372,6.14358743003634e-17
Gravel,0.373,8.03865580918196e-17
Gravel,0.374,9.93372418832758e-17
Gravel,0.375,1.18287925674732e-16
Gravel,0.376,1.31062306678305e-16
Gravel,0.377,1.26806441024113e-16
Gravel,0.378,1.22550575369922e-16
Gravel,0.379,1.1829470971573e-16
Gravel,0.38,1.05139557086521e-16
Gravel,0.381,7.56196045199207e-17
Gravel,0.382,4.60996519533203e-17
Gravel,0.383,1.65796993867199e-17
Gravel,0.384,0
Gravel,0.385,0
Gravel,0.386,0
Gravel,0.387,0
Gravel,0.388,0
Gravel,0.389,0
Gravel,0.39,0
Gravel,0.391,0
Gravel,0.392,0
Gravel,0.393,0
Gravel,0.394,0
Gravel,0.395,0
Gravel,0.396,0
Gravel,0.397,0
Gravel,0.398,0
Gravel,0.399,0
Gravel,0.4,0
Gravel,0.401,0
Gravel,0.402,0
Gravel,0.403,0
Gravel,0.404,0
Gravel,0.405,0
Gravel,0.406,0
Gravel,0.407,0
Gravel,0.408,0
Gravel,0.409,0
Gravel,0.41,0
Gravel,0.411,8.47652356851486e-19
Gravel,0.412,2.14738597068768e-17
Gravel,0.413,4.21000670569022e-17
Gravel,0.414,6.27262744069275e-17
Gravel,0.415,8.51294951293998e-17
Gravel,0.416,1.19725761453579e-16
Gravel,0.417,1.54322027777758e-16
Gravel,0.418,1.88918294101935e-16
Gravel,0.419,2.18494078996593e-16
Gravel,0.42,2.29553959903477e-16
Gravel,0.421,2.40613840810361e-16
Gravel,0.422,2.51673721717246e-16
Gravel,0.423,2.51170534958724e-16
Gravel,0.424,2.23611281375269e-16
Gravel,0.425,1.96052027791814e-16
Gravel,0.426,1.68492774208359e-16
Gravel,0.427,1.36629649899672e-16
Gravel,0.428,9.79065489020388e-17
Gravel,0.429,5.91834479044055e-17
Gravel,0.43,2.04603469067723e-17
Gravel,0.431,3.25582902860429e-18
Gravel,0.432,1.01592673423667e-17
Gravel,0.433,1.7062705656129e-17
Gravel,0.434,2.39661439698914e-17
Gravel,0.435,2.91839304483203e-17
Gravel,0.436,3.30650245941691e-17
Gravel,0.437,3.69461187400179e-17
Gravel,0.438,4.08272128858667e-17
Gravel,0.439,3.5266054285734e-17
Gravel,0.44,2.44815218261229e-17
Gravel,0.441,1.36969893665117e-17
Gravel,0.442,2.91245690690055e-18
Gravel,0.443,0
Gravel,0.444,0
Gravel,0.445,0
Gravel,0.446,0
Gravel,0.447,0
Gravel,0.448,0
Gravel,0.449,0
Gravel,0.45,0
Gravel,0.451,0
Gravel,0.452,0
Gravel,0.453,0
Gravel,0.454,0
Gravel,0.455,0
Gravel,0.456,0
Gravel,0.457,0
Gravel,0.458,0
Gravel,0.459,0
Gravel,0.46,0
Gravel,0.461,0
Gravel,0.462,0
Gravel,0.463,0
Gravel,0.464,0
Gravel,0.465,0
Gravel,0.466,0
Gravel,0.467,0
Gravel,0.468,0
Gravel,0.469,0
Gravel,0.47,2.17542848975645e-18
Gravel,0.471,8.71451059719975e-18
Gravel,0.472,1.5253592704643e-17
Gravel,0.473,2.17926748120863e-17
Gravel,0.474,2.94075699368442e-17
Gravel,0.475,3.85155326603982e-17
Gravel,0.476,4.76234953839522e-17
Gravel,0.477,5.67314581075061e-17
Gravel,0.478,5.33408064493086e-17
Gravel,0.479,3.76937616183113e-17
Gravel,0.48,2.20467167873141e-17
Gravel,0.481,6.3996719563177e-18
Gravel,0.482,0
Gravel,0.483,0
Gravel,0.484,0
Gravel,0.485,0
Gravel,0.486,0
Gravel,0.487,0
Gravel,0.488,0
Gravel,0.489,0
Gravel,0.49,0
Gravel,0.491,0
Gravel,0.492,0
Gravel,0.493,0
Gravel,0.494,0
Gravel,0.495,0
Gravel,0.496,0
Gravel,0.497,0
Gravel,0.498,1.63778999686247e-18
Gravel,0.499,3.38864917760871e-18
Gravel,0.5,5.13950835835495e-18
Gravel,0.501,7.07679940001844e-18
Gravel,0.502,1.74882659379091e-17
Gravel,0.503,2.78997324757998e-17
Gravel,0.504,3.83111990136905e-17
Gravel,0.505,4.86937920252047e-17
Gravel,0.506,5.88369972543966e-17
Gravel,0.507,6.89802024835885e-17
Gravel,0.508,7.91234077127805e-17
Gravel,0.509,8.29800671855621e-17
Gravel,0.51,6.06745362377332e-17
Gravel,0.511,3.83690052899044e-17
Gravel,0.512,1.60634743420755e-17
Gravel,0.513,5.33007493398041e-18
Gravel,0.514,2.43767063414182e-17
Gravel,0.515,4.3423337748856e-17
Gravel,0.516,6.24699691562938e-17
Gravel,0.517,9.73626889741256e-17
Gravel,0.518,1.59710663577876e-16
Gravel,0.519,2.22058638181626e-16
Gravel,0.52,2.84406612785376e-16
Gravel,0.521,2.8177506464538e-16
Gravel,0.522,2.00380458634192e-16
Gravel,0.523,1.18985852623004e-16
Gravel,0.524,3.75912466118164e-17
Gravel,0.525,0
Gravel,0.526,0
Gravel,0.527,0
Gravel,0.528,0
Gravel,0.529,5.15278202582516e-18
Gravel,0.53,1.34069250201713e-17
Gravel,0.531,2.16610680145175e-17
Gravel,0.532,2.99152110088637e-17
Gravel,0.533,5.93052347235686e-17
Gravel,0.534,9.73126423132382e-17
Gravel,0.535,1.35320049902908e-16
Gravel,0.536,1.73327457492578e-16
Gravel,0.537,1.46468820181132e-16
Gravel,0.538,1.03035075573092e-16
Gravel,0.539,5.9601330965053e-17
Gravel,0.54,1.61675863570137e-17
Gravel,0.541,3.8951978687952e-17
Gravel,0.542,7.05458792591034e-17
Gravel,0.543,1.02139779830255e-16
Gravel,0.544,1.33733680401406e-16
Gravel,0.545,2.11286934717215e-16
Gravel,0.546,2.90325743901535e-16
Gravel,0.547,3.69364553085855e-16
Gravel,0.548,4.37855454055599e-16
Gravel,0.549,3.24394938324151e-16
Gravel,0.55,2.10934422592703e-16
Gravel,0.551,9.74739068612548e-17
Gravel,0.552,0
Gravel,0.553,0
Gravel,0.554,0
Gravel,0.555,0
Gravel,0.556,0
Gravel,0.557,0
Gravel,0.558,0
Gravel,0.559,0
Gravel,0.56,0
Gravel,0.561,0
Gravel,0.562,0
Gravel,0.563,0
Gravel,0.564,0
Gravel,0.565,0
Gravel,0.566,0
Gravel,0.567,0
Gravel,0.568,0
Gravel,0.569,0
Gravel,0.57,0
Gravel,0.571,0
Gravel,0.572,0
Gravel,0.573,0
Gravel,0.574,0
Gravel,0.575,0
Gravel,0.576,0
Gravel,0.577,0
Gravel,0.578,0
Gravel,0.579,0
Gravel,0.58,0
Gravel,0.581,0
Gravel,0.582,0
Gravel,0.583,0
Gravel,0.584,0
Gravel,0.585,0
Gravel,0.586,0
Gravel,0.587,0
Gravel,0.588,0
Gravel,0.589,0
Gravel,0.59,0
Gravel,0.591,0
Gravel,0.592,0
Gravel,0.593,0
Gravel,0.594,0
Gravel,0.595,0
Gravel,0.596,0
Gravel,0.597,0
Gravel,0.598,0
Gravel,0.599,0
Gravel,0.6,0
Gravel,0.601,0
Gravel,0.602,0
Gravel,0.603,0
Gravel,0.604,0
Gravel,0.605,0
Gravel,0.606,0
Gravel,0.607,0
Gravel,0.608,0
Gravel,0.609,0
Gravel,0.61,0
Gravel,0.611,4.51681397570068e-17
Gravel,0.612,1.496066891499e-16
Gravel,0.613,2.54045238542793e-16
Gravel,0.614,3.58483787935686e-16
Gravel,0.615,3.89117923226498e-16
Gravel,0.616,3.51239281652743e-16
Gravel,0.617,3.13360640078989e-16
Gravel,0.618,2.75481998505234e-16
Gravel,0.619,2.22923730124281e-16
Gravel,0.62,1.60769071403347e-16
Gravel,0.621,9.86144126824135e-17
Gravel,0.622,3.645975396148e-17
Gravel,0.623,1.41985230229812e-17
Gravel,0.624,9.7932739247763e-18
Gravel,0.625,5.3880248265714e-18
Gravel,0.626,9.82775728366496e-19
Gravel,0.627,6.22683804353507e-17
Gravel,0.628,1.42417353741302e-16
Gravel,0.629,2.22566327047254e-16
Gravel,0.63,3.02715300353205e-16
Gravel,0.631,2.53609132243508e-16
Gravel,0.632,1.83986275020222e-16
Gravel,0.633,1.14363417796937e-16
Gravel,0.634,4.4740560573651e-17
Gravel,0.635,5.86867971112943e-17
Gravel,0.636,7.71130263041587e-17
Gravel,0.637,9.5539255497023e-17
Gravel,0.638,1.13557720628424e-16
Gravel,0.639,1.20407981187537e-16
Gravel,0.64,1.2725824174665e-16
Gravel,0.641,1.34108502305763e-16
Gravel,0.642,1.42390657492661e-16
Gravel,0.643,1.61042501193674e-16
Gravel,0.644,1.79694344894687e-16
Gravel,0.645,1.983461885957e-16
Gravel,0.646,2.03450435484655e-16
Gravel,0.647,1.56792637950198e-16
Gravel,0.648,1.1013484041574e-16
Gravel,0.649,6.34770428812818e-17
Gravel,0.65,2.92931190031262e-17
Gravel,0.651,2.51296510577964e-17
Gravel,0.652,2.09661831124667e-17
Gravel,0.653,1.68027151671369e-17
Gravel,0.654,2.94881164037836e-17
Gravel,0.655,6.9704917283137e-17
Gravel,0.656,1.0992171816249e-16
Gravel,0.657,1.50138519041844e-16
Gravel,0.658,1.61382863129714e-16
Gravel,0.659,1.39394095015599e-16
Gravel,0.66,1.17405326901483e-16
Gravel,0.661,9.54165587873674e-17
Gravel,0.662,1.00187906661042e-13
Gravel,0.663,2.81579033860133e-13
Gravel,0.664,4.62970161059225e-13
Gravel,0.665,6.44361288258316e-13
Gravel,0.666,1.13141957013676e-09
Gravel,0.667,2.90378943014592e-09
Gravel,0.668,4.67615929015508e-09
Gravel,0.669,6.44852915016424e-09
Gravel,0.67,9.13346828190337e-07
Gravel,0.671,2.16517149483687e-06
Gravel,0.672,3.41699616148341e-06
Gravel,0.673,4.66882082812994e-06
Gravel,0.674,5.75319610708493e-05
Gravel,0.675,0.000122487607620033
Gravel,0.676,0.000187443254169218
Gravel,0.677,0.000252398900718402
Gravel,0.678,0.000527548512237278
Gravel,0.679,0.000827021879527733
Gravel,0.68,0.00112649524681819
Gravel,0.681,0.00142596861410864
Gravel,0.682,0.00164171582852434
Gravel,0.683,0.00185596197645424
Gravel,0.684,0.00207020812438414
Gravel,0.685,0.00224764194824178
Gravel,0.686,0.00192442816471754
Gravel,0.687,0.0016012143811933
Gravel,0.688,0.00127800059766905
Gravel,0.689,0.000970893692494767
Gravel,0.69,0.000751864906905022
Gravel,0.691,0.000532836121315276
Gravel,0.692,0.00031380733572553
Gravel,0.693,0.000138600192034462
Gravel,0.694,0.000101627170755404
Gravel,0.695,6.46541494763471e-05
Gravel,0.696,2.76811281972899e-05
Gravel,0.697,2.55853322377273e-06
Gravel,0.698,1.84639722692538e-06
Gravel,0.699,1.13426123007804e-06
Gravel,0.7,4.22125233230696e-07
Gravel,0.701,3.61515253597e-09
Gravel,0.702,2.58267774525607e-09
Gravel,0.703,1.55020295454213e-09
Gravel,0.704,5.177281638282e-10
Gravel,0.705,7.16521024311808e-11
Gravel,0.706,2.14274373210916e-10
Gravel,0.707,3.5689664399065e-10
Gravel,0.708,4.99518914770385e-10
Gravel,0.709,6.89007003771236e-08
Gravel,0.71,1.85699254911763e-07
Gravel,0.711,3.02497809446402e-07
Gravel,0.712,4.19296363981041e-07
Gravel,0.713,1.21694208175166e-05
Gravel,0.714,2.96175008134197e-05
Gravel,0.715,4.70655808093228e-05
Gravel,0.716,6.4513660805226e-05
Gravel,0.717,0.000582772857595781
Gravel,0.718,0.00126149866545231
Gravel,0.719,0.00194022447330885
Gravel,0.72,0.00261895028116538
Gravel,0.721,0.00607867658760883
Gravel,0.722,0.010054597882189
Gravel,0.723,0.0140305191767692
Gravel,0.724,0.0180064404713494
Gravel,0.725,0.0259081717517118
Gravel,0.726,0.0341074381046808
Gravel,0.727,0.0423067044576498
Gravel,0.728,0.0505124749237001
Gravel,0.729,0.0591271914997318
Gravel,0.73,0.0677419080757635
Gravel,0.731,0.0763566246517953
Gravel,0.732,0.0851913793064371
Gravel,0.733,0.0959683931549641
Gravel,0.734,0.106745407003491
Gravel,0.735,0.117522420852018
Gravel,0.736,0.131020587887461
Gravel,0.737,0.156282073387176
Gravel,0.738,0.18154355888689
Gravel,0.739,0.206805044386605
Gravel,0.74,0.236555254977391
Gravel,0.741,0.278200587059513
Gravel,0.742,0.319845919141635
Gravel,0.743,0.361491251223757
Gravel,0.744,0.408128670191467
Gravel,0.745,0.463637895743886
Gravel,0.746,0.519147121296305
Gravel,0.747,0.574656346848724
Gravel,0.748,0.636646323909619
Gravel,0.749,0.706680391658662
Gravel,0.75,0.776714459407706
Gravel,0.751,0.846748527156749
Gravel,0.752,0.922853204196341
Gravel,0.753,1.00429198278167
Gravel,0.754,1.085730761367
Gravel,0.755,1.16716953995233
Gravel,0.756,1.26020400816806
Gravel,0.757,1.36039404435191
Gravel,0.758,1.46058408053577
Gravel,0.759,1.56077411671962
Gravel,0.76,1.68862638058077
Gravel,0.761,1.82808141216211
Gravel,0.762,1.96753644374345
Gravel,0.763,2.1069914753248
Gravel,0.764,2.29036937516286
Gravel,0.765,2.48538031189069
Gravel,0.766,2.68039124861852
Gravel,0.767,2.87540218534635
Gravel,0.768,3.10739780310373
Gravel,0.769,3.34459439163088
Gravel,0.77,3.58179098015803
Gravel,0.771,3.81898756868518
Gravel,0.772,4.09963639532886
Gravel,0.773,4.38196325555834
Gravel,0.774,4.66429011578783
Gravel,0.775,4.94804917053336
Gravel,0.776,5.25965008667092
Gravel,0.777,5.57125100280848
Gravel,0.778,5.88285191894603
Gravel,0.779,6.19624180987248
Gravel,0.78,6.52109151031615
Gravel,0.781,6.84594121075981
Gravel,0.782,7.17079091120348
Gravel,0.783,7.49580314693076
Gravel,0.784,7.82138785206402
Gravel,0.785,8.14697255719728
Gravel,0.786,8.47255726233054
Gravel,0.787,8.79783471175301
Gravel,0.788,9.12241936804412
Gravel,0.789,9.44700402433524
Gravel,0.79,9.77158868062635
Gravel,0.791,10.1084443027586
Gravel,0.792,10.4642252950935
Gravel,0.793,10.8200062874284
Gravel,0.794,11.1757872797633
Gravel,0.795,11.506300690028
Gravel,0.796,11.8093807254735
Gravel,0.797,12.112460760919
Gravel,0.798,12.4155407963645
Gravel,0.799,12.6651912175286
Gravel,0.8,12.8737988208019
Gravel,0.801,13.0824064240752
Gravel,0.802,13.2910140273485
Gravel,0.803,13.4716385119623
Gravel,0.804,13.6373050532686
Gravel,0.805,13.8029715945749
Gravel,0.806,13.9686381358812
Gravel,0.807,14.1201581250345
Gravel,0.808,14.2666498967118
Gravel,0.809,14.4131416683891
Gravel,0.81,14.5596334400663
Gravel,0.811,14.6399786689432
Gravel,0.812,14.7061833067225
Gravel,0.813,14.7723879445019
Gravel,0.814,14.8385925822813
Gravel,0.815,14.7873394733255
Gravel,0.816,14.7244668883485
Gravel,0.817,14.6615943033716
Gravel,0.818,14.5987217183946
Gravel,0.819,14.4855478382542
Gravel,0.82,14.3721763105886
Gravel,0.821,14.258804782923
Gravel,0.822,14.1404922960196
Gravel,0.823,13.9670057642929
Gravel,0.824,13.7935192325663
Gravel,0.825,13.6200327008396
Gravel,0.826,13.4350274266361
Gravel,0.827,13.1930981343779
Gravel,0.828,12.9511688421197
Gravel,0.829,12.7092395498615
Gravel,0.83,12.4544447479004
Gravel,0.831,12.1619441059637
Gravel,0.832,11.869443464027
Gravel,0.833,11.5769428220903
Gravel,0.834,11.2757791718426
Gravel,0.835,10.9578371664178
Gravel,0.836,10.6398951609929
Gravel,0.837,10.3219531555681
Gravel,0.838,10.0064855653643
Gravel,0.839,9.69434368002185
Gravel,0.84,9.38220179467936
Gravel,0.841,9.07005990933686
Gravel,0.842,8.74734838791077
Gravel,0.843,8.41459167799301
Gravel,0.844,8.08183496807525
Gravel,0.845,7.74907825815749
Gravel,0.846,7.41966421544581
Gravel,0.847,7.09248954128722
Gravel,0.848,6.76531486712863
Gravel,0.849,6.43814019297004
Gravel,0.85,6.15001516059365
Gravel,0.851,5.87985296343707
Gravel,0.852,5.60969076628049
Gravel,0.853,5.3395285691239
Gravel,0.854,5.09606422864905
Gravel,0.855,4.86052793190964
Gravel,0.856,4.62499163517022
Gravel,0.857,4.3894553384308
Gravel,0.858,4.17679085740646
Gravel,0.859,3.96793834566795
Gravel,0.86,3.75908583392945
Gravel,0.861,3.55023332219095
Gravel,0.862,3.3571565946922
Gravel,0.863,3.16502903263526
Gravel,0.864,2.97290147057832
Gravel,0.865,2.78187292691428
Gravel,0.866,2.62718525810885
Gravel,0.867,2.47249758930342
Gravel,0.868,2.317809920498
Gravel,0.869,2.16807143471075
Gravel,0.87,2.05624872391024
Gravel,0.871,1.94442601310972
Gravel,0.872,1.83260330230921
Gravel,0.873,1.72470846627345
Gravel,0.874,1.63237259047086
Gravel,0.875,1.54003671466828
Gravel,0.876,1.44770083886569
Gravel,0.877,1.35580634782423
Gravel,0.878,1.26500480952462
Gravel,0.879,1.17420327122501
Gravel,0.88,1.0834017329254
Gravel,0.881,1.00065471059462
Gravel,0.882,0.93140216527971
Gravel,0.883,0.862149619964796
Gravel,0.884,0.792897074649882
Gravel,0.885,0.731366594395847
Gravel,0.886,0.678905433106926
Gravel,0.887,0.626444271818005
Gravel,0.888,0.573983110529084
Gravel,0.889,0.531183106179576
Gravel,0.89,0.496416752044917
Gravel,0.891,0.461650397910259
Gravel,0.892,0.4268840437756
Gravel,0.893,0.39509817800386
Gravel,0.894,0.365047085644591
Gravel,0.895,0.334995993285322
Gravel,0.896,0.304944900926054
Gravel,0.897,0.278696001174241
Gravel,0.898,0.253938969911456
Gravel,0.899,0.229181938648671
Gravel,0.9,0.204424907385886
Gravel,0.901,0.186460467858337
Gravel,0.902,0.170148727049823
Gravel,0.903,0.153836986241308
Gravel,0.904,0.137525245432794
Gravel,0.905,0.127431142431635
Gravel,0.906,0.118102287160612
Gravel,0.907,0.108773431889589
Gravel,0.908,0.0994445766185651
Gravel,0.909,0.0917026178204197
Gravel,0.91,0.0839988208613012
Gravel,0.911,0.0762950239021827
Gravel,0.912,0.0686255638895958
Gravel,0.913,0.0614700850454019
Gravel,0.914,0.054314606201208
Gravel,0.915,0.0471591273570141
Gravel,0.916,0.0406142468385983
Gravel,0.917,0.03756423831641
Gravel,0.918,0.0345142297942217
Gravel,0.919,0.0314642212720333
Gravel,0.92,0.0283506824203731
Gravel,0.921,0.0250301405785172
Gravel,0.922,0.0217095987366613
Gravel,0.923,0.0183890568948054
Gravel,0.924,0.0154611603014631
Gravel,0.925,0.0133640435936948
Gravel,0.926,0.0112669268859265
Gravel,0.927,0.00916981017815822
Gravel,0.928,0.00753718939760486
Gravel,0.929,0.00658121412640758
Gravel,0.93,0.0056252388552103
Gravel,0.931,0.00466926358401302
Gravel,0.932,0.00408884546639431
Gravel,0.933,0.00389441664550899
Gravel,0.934,0.00369998782462367
Gravel,0.935,0.00350555900373835
Gravel,0.936,0.00307269779485671
Gravel,0.937,0.0024666508987481
Gravel,0.938,0.00186060400263948
Gravel,0.939,0.00125455710653086
Gravel,0.94,0.000889002456823538
Gravel,0.941,0.000644401260453271
Gravel,0.942,0.000399800064083005
Gravel,0.943,0.000155198867712738
Gravel,0.944,7.65857133881458e-05
Gravel,0.945,5.28696458859175e-05
Gravel,0.946,2.91535783836893e-05
Gravel,0.947,5.43751088146105e-06
Gravel,0.948,1.24659155455225e-06
Gravel,0.949,8.4209114948954e-07
Gravel,0.95,4.3759074442683e-07
Gravel,0.951,3.30903393641204e-08
Gravel,0.952,1.69497855490276e-09
Gravel,0.953,1.12821250386614e-09
Gravel,0.954,5.61446452829523e-10
Gravel,0.955,2.254927249794e-13
Gravel,0.956,1.67734939282921e-13
Gravel,0.957,1.09977153586441e-13
Gravel,0.958,5.22193678899607e-14
Gravel,0.959,0
Gravel,0.96,0
Gravel,0.961,0
Gravel,0.962,0
Gravel,0.963,0
Gravel,0.964,0
Gravel,0.965,0
Gravel,0.966,0
Gravel,0.967,0
Gravel,0.968,0
Gravel,0.969,0
Gravel,0.97,0
Gravel,0.971,0
Gravel,0.972,0
Gravel,0.973,0
Gravel,0.974,0
Gravel,0.975,2.16744294498052e-14
Gravel,0.976,7.08994670002482e-14
Gravel,0.977,1.20124504550691e-13
Gravel,0.978,1.69349542101134e-13
Gravel,0.979,2.1025349400754e-10
Gravel,0.98,6.09290986062354e-10
Gravel,0.981,1.00832847811717e-09
Gravel,0.982,1.40736597017198e-09
Gravel,0.983,1.42331987988286e-07
Gravel,0.984,3.72151388716161e-07
Gravel,0.985,6.01970789444036e-07
Gravel,0.986,8.31790190171911e-07
Gravel,0.987,1.1005175270031e-05
Gravel,0.988,2.54679416232399e-05
Gravel,0.989,3.99307079764488e-05
Gravel,0.99,5.43934743296577e-05
Gravel,0.991,0.000330068680579756
Gravel,0.992,0.000677398172088333
Gravel,0.993,0.00102472766359691
Gravel,0.994,0.00137205715510549
Gravel,0.995,0.00248892600699667
Gravel,0.996,0.0037199287864951
Gravel,0.997,0.00495093156599354
Gravel,0.998,0.00618193434549197
Gravel,0.999,0.00623493250820992
Gravel,1,0.0062349325082098
Gravel,1.001,0.00623493250820968
Gravel,1.002,0.00618193434549135
Gravel,1.003,0.00495093156599299
Gravel,1.004,0.00371992878649435
Gravel,1.005,0.00248892600699598
Gravel,1.006,0.00137205715510484
Gravel,1.007,0.00102472766359655
Gravel,1.008,0.000677398172088192
Gravel,1.009,0.000330068680579908
Gravel,1.01,5.43934743299498e-05
Gravel,1.011,3.99307079764687e-05
Gravel,1.012,2.54679416229843e-05
Gravel,1.013,1.10051752695032e-05
Gravel,1.014,8.31790189540424e-07
Gravel,1.015,6.01970789108595e-07
Gravel,1.016,3.72151388676715e-07
Gravel,1.017,1.42331988244886e-07
Gravel,1.018,1.4073663829341e-09
Gravel,1.019,1.00832882595361e-09
Gravel,1.02,6.0929126897304e-10
Gravel,1.021,2.10253711992554e-10
Gravel,1.022,1.69516306790139e-13
Gravel,1.023,1.20255283325739e-13
Gravel,1.024,7.09942598613279e-14
Gravel,1.025,2.17332363969276e-14
Gravel,1.026,3.71773084608165e-17
Gravel,1.027,2.68419423262713e-17
Gravel,1.028,1.65065761917283e-17
Gravel,1.029,6.1712100571831e-18
Gravel,1.03,5.35966355302856e-17
Gravel,1.031,1.32702980036715e-16
Gravel,1.032,2.11809324543126e-16
Gravel,1.033,2.90915669049555e-16
Gravel,1.034,2.84335884184292e-16
Gravel,1.035,2.46368399522435e-16
Gravel,1.036,2.08400914860587e-16
Gravel,1.037,1.7043343019873e-16
Gravel,1.038,1.3243210084198e-16
Gravel,1.039,9.44232414454472e-17
Gravel,1.04,5.64143820489227e-17
Gravel,1.041,1.84055226523897e-17
Gravel,1.042,1.84763417647787e-17
Gravel,1.043,2.25859146584184e-17
Gravel,1.044,2.66954875520572e-17
Gravel,1.045,3.08050604456968e-17
Gravel,1.046,9.51163236224527e-17
Gravel,1.047,1.60022465161712e-16
Gravel,1.048,2.24928606700957e-16
Gravel,1.049,2.80724940153053e-16
Gravel,1.05,2.26269237268185e-16
Gravel,1.051,1.71813534383306e-16
Gravel,1.052,1.17357831498438e-16
Gravel,1.053,6.89710894020279e-17
Gravel,1.054,5.18797113714478e-17
Gravel,1.055,3.4788333340864e-17
Gravel,1.056,1.7696955310284e-17
Gravel,1.057,4.54514972078808e-18
Gravel,1.058,3.30512222088291e-18
Gravel,1.059,2.06509472097747e-18
Gravel,1.06,8.25067221072298e-19
Gravel,1.061,0
Gravel,1.062,0
Gravel,1.063,0
Gravel,1.064,0
Gravel,1.065,0
Gravel,1.066,0
Gravel,1.067,0
Gravel,1.068,0
Gravel,1.069,0
Gravel,1.07,0
Gravel,1.071,0
Gravel,1.072,0
Gravel,1.073,0
Gravel,1.074,0
Gravel,1.075,0
Gravel,1.076,0
Gravel,1.077,0
Gravel,1.078,0
Gravel,1.079,0
Gravel,1.08,0
Gravel,1.081,0
Gravel,1.082,0
Gravel,1.083,0
Gravel,1.084,0
Gravel,1.085,0
Gravel,1.086,0
Gravel,1.087,0
Gravel,1.088,0
Gravel,1.089,0
Gravel,1.09,0
Gravel,1.091,0
Gravel,1.092,0
Gravel,1.093,0
Gravel,1.094,0
Gravel,1.095,0
Gravel,1.096,0
Gravel,1.097,0
Gravel,1.098,0
Gravel,1.099,0
Gravel,1.1,0
Gravel,1.101,0
Gravel,1.102,0
Gravel,1.103,0
Gravel,1.104,0
Gravel,1.105,0
Gravel,1.106,0
Gravel,1.107,0
Gravel,1.108,0
Gravel,1.109,0
Gravel,1.11,0
Gravel,1.111,0
Gravel,1.112,0
Gravel,1.113,0
Gravel,1.114,0
Gravel,1.115,0
Gravel,1.116,1.14887031213369e-17
Gravel,1.117,3.27594541901892e-17
Gravel,1.118,5.40302052590368e-17
Gravel,1.119,7.5300956327889e-17
Gravel,1.12,7.64397085599711e-17
